Legacy URL,Friendly URL,Shop Name,Meta Title,Meta Description,Meta Keywords,Open Graph Title,Open Graph Description,Tile image,Banner image,Category 1,Sub-Category 1,Category 2,Sub-Category 2,Category 3,Sub-Category 3,Description,Brand Logo,Brand Title,Monday Opening,Monday Closing,Tuesday Opening,Tuesday Closing,Wednesday Opening,Wednesday Closing,Thursday Opening,Thursday Closing,Friday Opening,Friday Closing,Saturday Opening,Saturday Closing,Sunday Opening,Sunday Closing,Phone Number,MapWize,Opening Date,SITE URL,Facebook URL,Twitter URL,Instagram URL,Type
https://odysseum.klepierre.fr/Shopping/Berenice,berenice,Berenice,"Berenice Montpellier : horaires, accès et bons plans  - Odysseum","Berenice - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Berenice - centre commercial Odysseum  - Montpellier,"Berenice Montpellier : horaires, accès et bons plans  - Odysseum","Berenice - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",berenice-718.jpeg,berenice-718.jpeg,Fashion,women's fashion,,,,,"<p>Berenice vous propose une collection douce et féminine avec des pulls, tee-shirt, petites robes imprimées, blouses légères en soie et en coton ou encore des jeans délavés élégants. La boutique Berenice du centre commercial Odysseum saura séduire le cœur de toutes les filles avec des promesses de mode pour des étés ensoleillés ou des hivers cocooning et des articles qui s’adaptent à la vie de tous les jours.</p><p>Berenice mélange belles matières, coupes élégantes, douceur et couleur pour vous offrir un look tendance et glamour en toutes circonstances qui vous fera vous sentir belle et bien dans votre peau. Venez affirmer votre féminité dans votre boutique Berenice d’Odysseum.</p>",berenice-745.png,Berenice,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 99 64 54 37,371711,,http://www.berenice.net/,https://www.facebook.com/BerenicePageOfficielle,,,Shop
https://odysseum.klepierre.fr/Shopping/Bershka,bershka,Bershka,"Bershka Montpellier : horaires, accès et bons plans  - Odysseum","Bershka - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Bershka - centre commercial Odysseum  - Montpellier,"Bershka Montpellier : horaires, accès et bons plans  - Odysseum","Bershka - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",bershka-0.jpeg,bershka-0.jpeg,Fashion,women's fashion,,men's fashion,,,"<p>Pénétrez dans l’univers avant-gardiste de la boutique espagnole Bershka au centre commercial Odysseum. Point de référence de la mode, Bershka vous propose des collections chics et urbaines pour homme et pour femme avec des tee-shirts colorés, des robes glamour ou encore des pantalons stylés qui séduiront un public à la recherche de tendances vestimentaires à prix minis.</p><p>Bershka c’est aussi une collection d’accessoires de mode, de maroquineries et de chaussures pour compléter votre look et vous habiller de la tête aux pieds. Venez découvrir la boutique du centre commercial Odysseum qui vous accueille dans une ambiance dynamique et vous offre un maximum de liberté dans votre shopping avec ses larges espaces.</p>",bershka-15.png,Bershka,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 99 92 24 65,371725,,https://www.bershka.com,https://www.facebook.com/Bershka,,,Shop
https://odysseum.klepierre.fr/Shopping/Bill-l-Horloger,bill-l-horloger,Bill l'Horloger,"Bill l'Horloger Montpellier : horaires, accès et bons plans  - Odysseum","Bill l'Horloger -  au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Bill l'Horloger - centre commercial Odysseum  - Montpellier,"Bill l'Horloger Montpellier : horaires, accès et bons plans  - Odysseum","Bill l'Horloger -  au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",bill-l-horloger.jpg,bill-l-horloger.jpg,Fashion,Jewellery,,,,,"<p>Bill l'Horloger est un artisan horloger situé dans votre centre Odysseum. Il vous propose ses services d'entretien et de réparation de vos montres de toutes marques ainsi que vos bracelets de marque horlogères, adaptables et de fabrication personnalisée.</p><p>
 Sont proposés aussi les prestations suivantes:<br />
 - Révision de montres à complications<br />
 - Forfaits de remplacement de piles<br />
 - Remplacements de verres trempés et saphirs véritables<br />
 - Remplacements des kits joints et tests d'étanchéités<br />
 - Polissage boîtes et bracelets montres<br />- Nettoyages aux ultra-sons</p><p>Bénéficiez d'une garantie d'un an sur toutes les révisions, étanchéités et les piles.</p><p>Retrouvez Bill l'Horloger dans votre Centre Odysseum !</p>",bill-l-horloger-39.jpeg,Bill l'Horloger,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 34 00 64 83,2857069,,,,,,Shop
https://odysseum.klepierre.fr/Shopping/Body-Minute,body-minute,Body Minute,"Body Minute Montpellier : horaires, accès et bons plans  - Odysseum","Body Minute - maquillage, parfumerie au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Body Minute - centre commercial Odysseum  - Montpellier,"Body Minute Montpellier : horaires, accès et bons plans  - Odysseum","Body Minute - maquillage, parfumerie au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",body-minute-216.jpeg,body-minute-216.jpeg,Health & beauty,,,,,,"<p>Venez découvrir l'institut exclusivement féminin Body Minute dans votre centre commercial Odysseum : un concept particulièrement adapté aux femmes actives qui n’ont pas le temps de perdre du temps, qui fonctionne sans rendez-vous.</p><p>Pour profiter des avantages de Body Minute, il vous suffit de souscrire à un abonnement mensuel de 9€90(sans engagement) qui vous permettra de profiter de prix très attractifs toute l'année comme: 4,50€ l’épilation sans rendez-vous ou encore des soins du corps et du visage Swiss Expert dès 5€. Et cela dans tous les instituts Body Minute de France !</p><p>L'institut Body Minute Odysseum, c'est aussi une gamme de cosmétiques suisses avec ses produits Skin’minute certifiés sans paraben et proposés au meilleur tarif possible afin de prolonger le bien-être à la maison.</p>",body-minute-817.png,Body Minute,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 67 42 67 52,2187493,,https://www.bodyminute.com,https://www.facebook.com/bodyminutefrance/,,,Shop
https://odysseum.klepierre.fr/Shopping/Bouygues-Telecom,bouygues-telecom,Bouygues Telecom,"Bouygues Telecom  Montpellier : horaires, accès et bons plans  - Odysseum","Bouygues Telecom  - telephonie au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Bouygues Telecom  - centre commercial Odysseum  - Montpellier,"Bouygues Telecom  Montpellier : horaires, accès et bons plans  - Odysseum","Bouygues Telecom  - telephonie au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",bouygues-telecom--431.jpeg,bouygues-telecom--431.jpeg,Services,Other services,Hi-tech,,,,"<p>La boutique Bouygues Telecom du centre commercial Odysseum vous propose des offres et services pour téléphones mobiles et fixes, internet et télévision. Les conseillers sauront vous orienter vers les formules les plus adaptées à votre utilisation en fonction de vos habitudes et vous accompagnent au quotidien pour que votre usage téléphonique et numérique soit facilité.</p><p>Pour les professionnels, des offres exclusives qui répondent à toutes vos exigences et vos besoins vous attendent dans votre boutique Bouygues Telecom d’Odysseum. </p>",bouygues-telecom-26.png,Bouygues Telecom,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 99 13 77 60,371755,,https://www.bouyguestelecom.fr,https://www.facebook.com/bouyguestelecom,,,Shop
https://odysseum.klepierre.fr/Shopping/Calvin-Klein,calvin-klein,Calvin Klein,"Calvin Klein Montpellier : horaires, accès et bons plans  - Odysseum","Calvin Klein -  au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Calvin Klein - centre commercial Odysseum  - Montpellier,"Calvin Klein Montpellier : horaires, accès et bons plans  - Odysseum","Calvin Klein -  au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Calvin-Klein_1.jpg,Calvin-Klein_1.jpg,Fashion,women's fashion,,men's fashion,,,"<p>Bienvenue dans votre boutique Calvin Klein Odysseum !</p>
 <p>Fond&eacute;e en 1968, Calvin Klein est une marque de renomm&eacute;e internationale. L&rsquo;allure Calvin Klein en quelques mots : moderne, sensuelle, provocatrice et minimaliste. Elle associe un esprit contemporain et rebel &agrave; des coupes modernes et structur&eacute;es.&nbsp; Elle est l&rsquo;expression d&rsquo;un look casual et singulier aux racines denim, et c&eacute;l&egrave;bre ainsi un h&eacute;ritage am&eacute;ricain unique.</p>
 <p>Retrouvez la boutique Calvin Klein au niveau 1 du centre commercial Odysseum.</p>",Calvin-Klein_1.png,Calvin Klein,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 11 95 01 32,100701371,,https://www.calvinklein.fr/,https://www.facebook.com/france.calvinklein,,,Shop
https://odysseum.klepierre.fr/Shopping/Celio,celio,Celio,"Celio Montpellier : horaires, accès et bons plans  - Odysseum","Celio - magasin de vetement, mode homme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Celio - centre commercial Odysseum  - Montpellier,"Celio Montpellier : horaires, accès et bons plans  - Odysseum","Celio - magasin de vetement, mode homme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",celio-533.jpeg,celio-533.jpeg,Fashion,men's fashion,,,,,"<p>L’enseigne internationale de prêt-à-porter masculin Celio vous accueille à Odysseum. Marque incontournable de la mode masculine, la marque vous propose des collections tendances de jeans, chemises, pantalons, tee-shirts ou encore bermudas pour tous les styles et à des prix accessibles.</p><p>Celio, la boutique pour homme par excellence à retrouver au niveau 1 de votre centre commercial Odysseum</p>",celio-697.png,Celio,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 67 17 61 94,371722,,http://www.celio.com/e-boutique_frfr.html,https://www.facebook.com/celiofrance,,,Shop
https://odysseum.klepierre.fr/Shopping/Cop-Copine,cop-copine,Cop Copine,"Cop Copine Montpellier : horaires, accès et bons plans  - Odysseum","Cop Copine - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Cop Copine - centre commercial Odysseum  - Montpellier,"Cop Copine Montpellier : horaires, accès et bons plans  - Odysseum","Cop Copine - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",cop-copine-21.jpeg,cop-copine-21.jpeg,Fashion,women's fashion,,,,,"<p>Plongez dans l’univers chic et fashion de la boutique Cop Copine à Odysseum qui vous propose un large choix de vêtements féminins pour toutes les occasions. Robes glamour, pantalons habillés, chemisiers élégants ou encore tuniques casual, les vêtements Cop Copine vous séduiront avec leurs coupes décalées et asymétriques et leurs matières originales.</p><p>Des collections tendances et renouvelées à retrouver dans votre boutique Cop Copine du centre commercial Odysseum qui va vite devenir votre meilleur copine en matière de mode !</p>",cop-copine-936.png,Cop Copine,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 99 64 78 24,371713,,https://www.cop-copine.com,,,,Shop
https://odysseum.klepierre.fr/Shopping/Darjeeling,darjeeling,Darjeeling,"Darjeeling  Montpellier : horaires, accès et bons plans  - Odysseum","Darjeeling  - lingerie au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Darjeeling  - centre commercial Odysseum  - Montpellier,"Darjeeling  Montpellier : horaires, accès et bons plans  - Odysseum","Darjeeling  - lingerie au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",darjeeling--422.jpeg,darjeeling--422.jpeg,Fashion,underwear,,,,,"<p>La boutique Darjeeling du centre commercial Odysseum vient sublimer votre silhouette et faire ressortir toute votre sensualité avec ses collections de lingerie glamour et sexy qui n’en n'oublient pas pour autant d’être confortables. Push-up, corbeille, triangle, vous retrouverez tous les styles de soutien-gorge chez Darjeeling qui vous propose des modèles uniques du bonnet A au bonnet F voire G pour certains modèles.</p><p>En vous rendant dans la boutique Darjeeling de votre centre commercial Odysseum, vous avez la certitude de trouver les sous-vêtements qu’il vous faut, adaptés à votre morphologie, pour une allure des plus sensuelles. Venez profiter des conseils et de l’accompagnement des conseillères de vente Darjeeling dans votre boutique d’Odysseum, située au niveau 1.</p>",darjeeling-241.png,Darjeeling,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 99 64 65 82,371701,,https://www.darjeeling.fr,https://www.facebook.com/Darjeeling-lingerie-448386535254508/timeline/,,,Shop
https://odysseum.klepierre.fr/Shopping/Darty,darty,Darty,"Darty  Montpellier : horaires, accès et bons plans  - Odysseum","Darty  - son, electronique au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Darty  - centre commercial Odysseum  - Montpellier,"Darty  Montpellier : horaires, accès et bons plans  - Odysseum","Darty  - son, electronique au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",darty--986.jpeg,darty--986.jpeg,Hi-tech,,services,multi services point,,,"<p>La boutique Darty de votre centre Odysseum vous accueille toute l'année et vous offre un très large choix de matériel informatique, TV LCD, home cinéma, hi-fi et multimédia, PC et tablettes, d'appareils photo. Vous y retrouverez également tout le nécessaire pour votre équipement cuisine ainsi que des appareils électroménager. Une équipe de vendeurs experts est présente sur place pour vous conseiller.</p>",darty-155.png,Darty,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,09 78 97 09 70,371689,,https://www.darty.com,https://www.facebook.com/darty,,,Shop
https://odysseum.klepierre.fr/Shopping/Decathlon,decathlon,Decathlon,"Decathlon  Montpellier : horaires, accès et bons plans  - Odysseum","Decathlon  - magasin de sport au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Decathlon  - centre commercial Odysseum  - Montpellier,"Decathlon  Montpellier : horaires, accès et bons plans  - Odysseum","Decathlon  - magasin de sport au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",decathlon--448.jpeg,decathlon--448.jpeg,Fashion,sportswear,lifestyle & entertainment,,,,<p>L'enseigne spécialiste de l'équipement et du prêt-à-porter sportif Decathlon vous attend toute l'année dans votre centre commercial Odysseum. Sportifs de haut niveau et amateurs trouveront leur bonheur dans les rayons de la boutique. Les collections sont renouvelées toute l'année pour offrir un large choix à tous les clients. N'hésitez pas à demander des conseils auprès des vendeurs passionnés Decathlon.</p>,decathlon-399.png,Decathlon,00010101T090000,00010101T200000,00010101T090000,00010101T200000,00010101T090000,00010101T200000,00010101T090000,00010101T200000,00010101T090000,00010101T200000,00010101T090000,00010101T200000,closed,closed,04 99 53 24 24,371678,,https://www.decathlon.fr,https://www.facebook.com/Decathlon.France,,,Shop
https://odysseum.klepierre.fr/Shopping/Desigual,desigual,Desigual,"Desigual  Montpellier : horaires, accès et bons plans  - Odysseum","Desigual  - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Desigual  - centre commercial Odysseum  - Montpellier,"Desigual  Montpellier : horaires, accès et bons plans  - Odysseum","Desigual  - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",desigual--913.jpeg,desigual--913.jpeg,Fashion,women's fashion,,men's fashion,,,"<p>Mettez votre montre à l'heure Espagnole ! La boutique Desigual du centre commercial Odysseum vous accueille toute l'année et vous propose un très large choix de prêt-à-porter pour homme, femme et enfant. Robes, tee shirt, jupes, manteaux, pantalons ou tuniques, les vêtements colorés de Desigual incarnent la femme libre et l’homme décontracté et apportent une touche de fantaisie à votre look.</p><p>Retrouvez également une large sélection d'accessoires de mode et de chaussures pour parfaire votre look. &quot;<i>La vida es chula</i>&quot; à Odysseum !</p>",desigual-625.png,Desigual,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 99 64 58 09,371728,,https://www.desigual.com,https://www.facebook.com/Desigual,,,Shop
https://odysseum.klepierre.fr/Shopping/Dock-Games,dock-games,Dock Games,"Dock Games  Montpellier : horaires, accès et bons plans  - Odysseum","Dock Games  - loisirs au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Dock Games  - centre commercial Odysseum  - Montpellier,"Dock Games  Montpellier : horaires, accès et bons plans  - Odysseum","Dock Games  - loisirs au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",dock-games--767.jpeg,dock-games--767.jpeg,hi-tech,,,lifestyle & entertainment,,,<p>Les gamers ont rendez-vous dans la boutique Dock Games du centre Odysseum. Retrouvez un large choix de jeux vidéo pour consoles ou PC qui feront le bonheur de toute la famille ainsi que des passionnés des mondes virtuels. Toutes les nouveautés du monde du gaming sont à coup sûr dans les rayons de votre boutique Dock Games. N'hésitez pas à solliciter un vendeur expert présent sur place qui se fera une joie de vous orienter vers le produit que vous recherchez.</p>,dock-games-190.png,Dock Games,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 67 64 99 59,371679,,https://www.dockgames.com,,,,Shop
https://odysseum.klepierre.fr/Shopping/Du-Bruit-Dans-La-Cuisine,du-bruit-dans-la-cuisine,Du Bruit Dans La Cuisine,"Du Bruit Dans La Cuisine  Montpellier : horaires, accès et bons plans  - Odysseum","Du Bruit Dans La Cuisine  - magasin electromenager au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Du Bruit Dans La Cuisine  - centre commercial Odysseum  - Montpellier,"Du Bruit Dans La Cuisine  Montpellier : horaires, accès et bons plans  - Odysseum","Du Bruit Dans La Cuisine  - magasin electromenager au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",du-bruit-dans-la-cuisine--221.jpeg,du-bruit-dans-la-cuisine--221.jpeg,restaurant,food store,department store,,home,,<p>La boutique Du Bruit Dans La Cuisine du centre Odysseum fait honneur aux plaisirs de la table. L'enseigne propose un rayon épicerie qui vous permettra de trouver tous les condiments nécessaires pour donner du goût à vos plats. Les cuisinières en herbe apprécieront également le choix d'ustensiles et d'appareils électroménagers pour vous faciliter la tache derrière les fourneaux. Tout ce dont vous avez besoin se trouve dans votre boutique du centre Odysseum. Prêt à faire Du Bruit Dans La Cuisine ?</p>,du-bruit-dans-la-cuisine-539.png,Du Bruit Dans La Cuisine,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 67 64 15 46,371690,,http://dubruitdanslacuisine.fr/,,,,Restaurant
https://odysseum.klepierre.fr/Shopping/EdenKids,edenkids,EdenKids,"EdenKids  Montpellier : horaires, accès et bons plans  - Odysseum","EdenKids  - magasin de sport au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",EdenKids  - centre commercial Odysseum  - Montpellier,"EdenKids  Montpellier : horaires, accès et bons plans  - Odysseum","EdenKids  - magasin de sport au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",edenkids--45.jpeg,edenkids--45.jpeg,Lifestyle & entertainment,,,,,,"<p>Situé en face du magasin Ikea, le club d'activités EdenKids du centre commercial Odysseum accueille les enfants toute l'année et leur propose de nombreuses occupations pour grandir s'amusant. Au programme : gymnastique, natation, éveil musical ou encore apprentissage de l'anglais pour les 0 à 10 ans, c'est à votre bambin de choisir ce qu'il préfère faire.</p><p>Le concept novateur d'EdenKids permet aux plus petits de prendre conscience de leur corps et de développer leur autonomie dans la joie et la bonne humeur. Un service de qualité et une équipe sportive et passionnée vous attendent à Odysseum, à côté de Decathlon.</p>",edenkids-153.png,EdenKids,closed,closed,00010101T093000,00010101T190000,00010101T093000,00010101T190000,00010101T093000,00010101T190000,00010101T093000,00010101T190000,00010101T093000,00010101T190000,closed,closed,04 76 71 25 99,371681,,http://www.edenkids.fr/,https://www.facebook.com/EdenKidsAttitude,,,Shop
,excel-coiffeur,Excel Coiffeur,"Excel Coiffeur  Montpellier : horaires, accès et bons plans  - Odysseum","Excel Coiffeur  - salon de coiffure au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Excel Coiffeur  - centre commercial Odysseum  - Montpellier,"Excel Coiffeur  Montpellier : horaires, accès et bons plans  - Odysseum","Excel Coiffeur  - salon de coiffure au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",evolution-coiffeur--122.jpeg,evolution-coiffeur--122.jpeg,Health & beauty,,,,,,"<p>Envie de changer de tête ? Le salon Excel Coiffeur du centre Odysseum est à votre disposition et vous propose un service de qualité réalisé par des professionnels. Une nouvelle coiffure, raccourcir les longueurs, donner du volume à sa chevelure, éradiquer les pointes fourchues... Quelles que soient vos envies beauté, les coiffeurs du salon Evolution Coiffeur du centre Odysseum répondront à vos moindres besoins.</p>",evolution-coiffeur-999.png,Excel Coiffeur,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,09 86 11 53 54,371660,,https://www.excel-coiffure.com/,,,,Shop
https://odysseum.klepierre.fr/Shopping/Fitness-Park,fitness-park,Fitness Park,"Fitness Park Montpellier : horaires, accès et bons plans  - Odysseum","Fitness Park - magasin de sport au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Fitness Park - centre commercial Odysseum  - Montpellier,"Fitness Park Montpellier : horaires, accès et bons plans  - Odysseum","Fitness Park - magasin de sport au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",fitness-park-695.jpeg,fitness-park-695.jpeg,Lifestyle & entertainment,,,,,,"<p>Envie d’une salle de sport avec des conseillers, des équipements mais le tout sans engagement et sans contrainte ? Découvrez Fitness Park à Odysseum. La salle vous accueille 7j/7 avec des tarifs préférentiels et même une formule à moins de 1 € par jour. Douches, casiers vestiaires sont gratuits et vous pouvez également bénéficier d'un programme personnalisé avec un coach personnel. Et à l'arrivée des beaux jours, l'espace solarium vous permettra de vous détendre au soleil entre deux séances ! Votre salle de sport vous accueille 7/7j de 6h à 23h sur plus de 1500 m2.</p><p>N’hésitez plus et venez bouger avec la salle Fitness Park Odysseum, à retrouver dans l'Espace Loisirs, face au Planétarium.</p>",fitness-park-801.png,Fitness Park,00010101T060000,00010101T230000,00010101T060000,00010101T230000,00010101T060000,00010101T230000,00010101T060000,00010101T230000,00010101T060000,00010101T230000,00010101T060000,00010101T230000,00010101T060000,00010101T230000,04 67 64 01 10,4123225,,http://fitnesspark.fr/,https://www.facebook.com/fitnessparkofficiel/,,,Shop
https://odysseum.klepierre.fr/Shopping/G-Star,g-star,G Star,"G Star  Montpellier : horaires, accès et bons plans  - Odysseum","G Star  - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",G Star  - centre commercial Odysseum  - Montpellier,"G Star  Montpellier : horaires, accès et bons plans  - Odysseum","G Star  - magasin de vetement, mode femme au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",g-star--245.jpeg,g-star--245.jpeg,Fashion,men's fashion,,women's fashion,,,"<p>Besoin d'un nouveau jean ? Rendez-vous dans votre boutique G Star du centre Odysseum pour trouver le modèle qui conviendra le mieux à votre morphologie. La marque propose toute l'année des collections de prêt-à-porter pour homme et femme composées de vestes, chemises, pulls, pantalons, robes et jupes pour relooker les amoureux de la mode. L'enseigne met un point d'honneur à ne proposer que des pièces de qualité qui surfent sur les tendances.</p>",g-star-45.png,G Star,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 67 64 64 72,371730,,https://www.g-star.com,https://www.facebook.com/gstar,,,Shop
https://odysseum.klepierre.fr/Shopping/Geant-Casino,geant-casino,Géant Casino,"Géant Casino Montpellier : horaires, accès et bons plans  - Odysseum","Géant Casino - supermarché, hypermarché au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Géant Casino - centre commercial Odysseum  - Montpellier,"Géant Casino Montpellier : horaires, accès et bons plans  - Odysseum","Géant Casino - supermarché, hypermarché au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",g-ant-casino-747.jpeg,g-ant-casino-747.jpeg,hypermarket,,,,,,"<p>Géant Casino de votre centre commercial Odysseum vous permet de faire vos courses alimentaires pendant votre shopping. Vous pourrez varier les plaisirs et les menus grâce aux rayons produits frais et traiteurs ou encore flâner dans les rayons loisirs, électroménagers, multimédia et téléphonie.</p>",g-ant-casino-606.png,Géant Casino,00010101T090000,00010101T213000,00010101T090000,00010101T213000,00010101T090000,00010101T213000,00010101T090000,00010101T213000,00010101T090000,00010101T213000,00010101T090000,00010101T213000,00010101T083000,00010101T12000020833333,04 34 35 26 00,371687,,http://www.geantcasino.fr,https://www.facebook.com/casino,,,Shop
https://odysseum.klepierre.fr/Shopping/Generale-d-Optique,generale-d-optique,Générale d'Optique,"Générale d'Optique  Montpellier : horaires, accès et bons plans  - Odysseum","Générale d'Optique  - optique au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",Générale d'Optique  - centre commercial Odysseum  - Montpellier,"Générale d'Optique  Montpellier : horaires, accès et bons plans  - Odysseum","Générale d'Optique  - optique au centre commercial Odysseum : Horaires-Reduction-Contacts, toutes les informations utiles sur notre site.",g-n-rale-d-optique--215.jpeg,g-n-rale-d-optique--215.jpeg,Health & beauty,,,,,,"<p>La boutique Générale d'Optique du centre Odysseum annonce &quot;la fin des lunettes chères&quot;. Quel que soit votre problème oculaire, des opticiens conseils sont présents sur place pour vous aider à trouver la solution la plus adaptée à votre déficience visuelle. Lunettes de vue, lentilles ou encore montures, à vous de choisir le produit qui vous correspond le mieux. Retrouvez également une collection de lunettes de soleil de grande marque.</p><p>Bénéficiez d'un service et de produits de qualité sans vous ruiner avec la Générale d'Optique dans votre centre commercial Odysseum.</p>",g-n-rale-d-optique-843.jpeg,Générale d'Optique,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,00010101T100000,00010101T200000,closed,closed,04 67 64 01 58,371747,,https://www.generale-optique.com,https://www.facebook.com/generaledoptique,,,Shop
